,low_range,high_range,rebalance,compound,$Fees Accrued,$Fees Compounded,$Final Position,Rebalnces,$Total Profit,%Fee APR,%Total APR
118,0.3,0.5,True,False,34.64252491103393,38.18174638616119,772.6122752068744,2,-192.74519988209147,55.42490152592783,-146.69400095283422
91,0.2,0.3,True,True,6.309111597169638,132.29310772370292,796.0539250764267,3,-197.6369633264028,105.48700619034271,-150.41701118499478
119,0.3,0.5,True,True,4.327034374685072,58.97212072650097,773.2354045949712,2,-222.43756103034343,48.17555158005125,-169.29218372074794
94,0.2,0.5,True,False,47.73771047252066,50.47490272853,715.0504184067553,3,-237.2118711207238,74.74739284458765,-180.53657610925637
42,0.1,0.3,True,False,5.267069650237429,281.7707122897876,755.1187063451816,11,-239.6142240045807,218.4579469847628,-182.36495241356448
51,0.15,0.05,True,True,21.11226929288111,780.1773593456651,733.8278144391056,32,-245.05991626801278,609.8433663660875,-186.50954530910454
43,0.1,0.3,True,True,17.33263149856614,235.72857003660226,733.4331633650552,9,-249.23420513637848,192.5991420893202,-189.68650191091885
103,0.3,0.1,True,True,3.156052566872054,181.06697781464626,745.5661375223352,8,-251.27780991079237,140.20797099410086,-191.24184316407835
10,0.05,0.15,True,False,14.376965535508226,1038.0643381086825,729.3859082308092,47,-256.2371262336785,800.9892111140875,-195.01626636029826
107,0.3,0.15,True,True,2.866934278450917,153.03164785920347,736.7598417475625,6,-260.37322397398657,118.65087571901411,-198.16415656056662
67,0.15,0.3,True,True,12.65396770824559,170.17030364538704,717.6935501963097,7,-269.65248209544427,139.14340721614445,-205.22638950096376
66,0.15,0.3,True,False,12.57136028405122,201.7079866670108,713.0083149475797,8,-274.4203247683686,163.08315198013068,-208.85508644404078
50,0.15,0.05,True,False,12.911661604304022,833.8270899500429,706.2322106237885,40,-280.8561277719069,644.4336632159933,-213.7532301721899
114,0.3,0.3,True,False,6.245217459926825,102.84049707409525,702.9300121522837,4,-290.8247703877895,83.02266371138431,-221.34013801885627
35,0.1,0.15,True,True,9.686857619227872,562.2278308652787,697.6552970860695,23,-292.6578452947024,435.27130070584525,-222.73524976382217
78,0.2,0.1,True,False,33.55226817304195,349.581069881863,662.0781194555444,18,-304.36961237141315,291.5940956873127,-231.64881011064992
82,0.2,0.15,True,False,25.27579670585544,258.39089783650974,666.4154551291612,12,-308.3087481649833,215.8922888089591,-234.64679703955292
58,0.15,0.15,True,False,23.38057529344924,373.6717916424646,666.4753832301653,16,-310.1440414763847,302.18755294166874,-236.0435971618707
59,0.15,0.15,True,True,23.069057223359597,363.1274308408284,657.5953996309438,16,-319.33554314569596,293.92538969959077,-243.03904065649854
122,0.5,0.05,True,False,37.0806281181833,56.882856168905654,638.2539230554063,11,-324.66544882640983,71.51347718113813,-247.0955110095006
79,0.2,0.1,True,True,1.9841972440555922,369.29675196011624,667.3131631544785,18,-330.7026396014654,282.57351129700663,-251.69028000945596
34,0.1,0.15,True,False,32.842322528357315,561.0678388571481,629.9312992030394,25,-337.22637826860307,452.0115563629043,-256.6553495771471
126,0.5,0.1,True,False,31.641944938410305,49.06874248199096,629.5464820856354,9,-338.8115729759538,61.427074005448766,-257.86180532314137
115,0.3,0.3,True,True,5.814732306665536,90.10350250647393,654.4767859908347,5,-339.70848170249974,73.00119348072126,-258.5444222166722
30,0.1,0.1,True,False,14.248474603066667,933.9774371990665,644.1870058700762,39,-341.5645195268569,721.6732395644386,-259.95701051739934
99,0.3,0.05,True,True,13.816100964201016,212.20647023400053,635.7524584062683,17,-350.4314406295299,172.02065366605098,-266.70542310292655
83,0.2,0.15,True,True,15.969313069005661,250.30337665328486,633.5206604341649,12,-350.51002649682925,202.65410616570506,-266.76523302451994
47,0.1,0.5,True,True,11.348353417123937,122.7399504863723,637.1029346029043,8,-351.5487119799701,102.05156752342562,-267.55575299257544
23,0.05,0.5,True,True,2.3616679567255927,164.70059043947126,640.9813104619449,14,-356.6570215813291,127.1472965726051,-271.4435715944782
63,0.15,0.2,True,True,4.801551356536059,273.0065183756986,637.7292458614669,13,-357.46920278199684,211.43342231575812,-272.06170428933905
106,0.3,0.15,True,False,9.068506844745336,150.09698629725895,628.0434216682676,9,-362.8880714869871,121.1372476041666,-276.1858823827982
22,0.05,0.5,True,False,2.314628778251183,174.25384513659455,628.2143869087347,15,-369.4709843130137,134.3822616415334,-281.19598806099054
74,0.2,0.05,True,False,26.44196722296074,489.4857213942735,600.749076274951,31,-372.8089565020881,392.66086466437633,-283.7364430024581
102,0.3,0.1,True,False,8.574776889107662,186.04125818903876,617.6990450314336,13,-373.72617807945846,148.11785119761626,-284.43451954613874
130,0.5,0.15,True,False,18.70818987958635,51.34360718620491,606.3111564402082,7,-374.98065368020536,53.31483425684897,-285.3892724794613
134,0.5,0.2,True,False,16.32896667344403,45.08103243394242,600.6352343399618,6,-383.0357989865937,46.737757791546954,-291.5198609142105
110,0.3,0.2,True,False,9.18168506166937,122.24884894077692,607.3761803748753,8,-383.4421345634547,100.02879911915117,-291.82911370772075
111,0.3,0.2,True,True,9.176508596673793,120.55674016094271,607.0337528666773,8,-383.7897385366482,98.73703380683939,-292.09366720947355
70,0.15,0.5,True,False,1.5042061600171337,111.08510905110407,612.8509942390863,8,-385.64479960089636,85.68917473930686,-293.5055121202305
46,0.1,0.5,True,False,7.599994125079936,132.5911720084669,606.5434425670956,9,-385.85656330782285,106.69631757861619,-293.6666806756329
18,0.05,0.3,True,False,4.660788128998088,346.1400737050112,608.9725852293568,25,-386.3666266416436,266.98658120468514,-294.05487831284125
19,0.05,0.3,True,True,4.646439540277005,338.92168141512377,607.0978170729928,25,-388.2557433867287,261.48190613113076,-295.49264223003894
90,0.2,0.3,True,False,20.8166029879245,137.54621472452905,579.2732921511956,8,-399.91010486087896,120.52634953615068,-304.3625124744833
127,0.5,0.1,True,True,3.0471913704019657,70.96697087404844,596.5649008761593,10,-400.3879077534383,56.3305005439953,-304.7261574213832
62,0.15,0.2,True,False,15.817712233604226,273.59983585795374,583.5482591230556,14,-400.63402864334,220.26913303927435,-304.9134744496663
98,0.3,0.05,True,False,12.625933973808278,218.39449595573586,580.9865304489995,22,-406.38753557719144,175.82441061536127,-309.2923381108775
31,0.1,0.1,True,True,12.621482258219528,851.0471487474426,570.6291439656836,40,-416.7493737760966,657.3186105655606,-317.17849819970525
75,0.2,0.05,True,True,24.123033028638083,461.57133451361,548.0639805166053,33,-427.81298645475647,369.6509695629968,-325.5987629316826
54,0.15,0.1,True,False,21.191886768304805,510.30434232424363,541.2440981782199,28,-437.5640150534741,404.5097277889426,-333.0200496844863
135,0.5,0.2,True,True,14.854636606894124,43.78340566816077,546.4043327326438,6,-438.74103066046166,44.62808430316951,-333.91584957303616
14,0.05,0.2,True,False,7.4023611825790265,605.2146151143447,552.4679195088108,40,-440.12971930860783,466.248888997486,-334.9727490133287
15,0.05,0.2,True,True,7.243593562625803,590.869555632291,540.6184549234624,39,-452.13795151390946,455.2103550779743,-344.1119422469032
86,0.2,0.2,True,False,3.030012570681796,203.0388527150555,538.1738912190742,14,-458.7960962102428,156.83434056499223,-349.1793051956326
55,0.15,0.1,True,True,7.352998825067907,478.89890417894577,532.1516603786647,29,-460.4953407962663,370.0752971603097,-350.4725617180971
87,0.2,0.2,True,True,3.015678459793987,201.55641911805057,535.6279465889297,14,-461.35637495127514,155.6951846031208,-351.12787528872065
39,0.1,0.2,True,True,19.26373713054108,357.88026593069463,502.89108086748405,24,-477.84518200197465,287.0357486373958,-363.67713243590777
38,0.1,0.2,True,False,19.16510221641146,359.1069904852477,500.316158969307,24,-480.5187388142813,287.89431208223584,-365.7119159003566
