,low_range,high_range,rebalance,compound,$Fees Accrued,$Fees Compounded,$Final Position,Rebalnces,$Total Profit,%Fee APR,%Total APR
143,0.5,0.5,True,True,0.8179952354763996,32.92611420498332,955.8572490974019,1,-43.32475566712105,29.00867504400661,-37.24483411619045
139,0.5,0.3,True,True,3.4743330162840307,35.369974515826,943.278926714639,2,-53.246740269076554,33.393143668428266,-45.77443030001087
3,0.05,0.05,True,True,10.661896333872148,2421.4927097037366,929.4383323859353,121,-59.89977128019143,2090.8414473885646,-51.49381711623921
142,0.5,0.5,True,False,26.552875582243892,7.917493381653019,896.8830413894638,1,-76.56408302829163,29.633015910082154,-65.81956499782483
119,0.3,0.5,True,True,21.5383252957606,39.234971183197736,891.2340754966983,1,-87.2275992075406,52.24475732636656,-74.98663091835682
118,0.3,0.5,True,False,0.15184382424957693,63.22958402842515,909.9972033531025,2,-89.85095282264751,54.48688007747113,-77.24183971799731
138,0.5,0.3,True,False,34.298856024684625,10.332597185851906,820.771929250207,2,-144.92921472510807,38.36815801023553,-124.59076751638341
135,0.5,0.2,True,True,7.500226701507864,38.781639774540515,756.1095492874529,3,-236.3902240110392,39.78696274094052,-203.21671858063823
130,0.5,0.15,True,False,0.4694301638313974,56.42459563179779,757.1376907667877,4,-242.39287906938057,48.90987889791087,-208.37699908221532
134,0.5,0.2,True,False,0.38484302486316785,50.280754241761514,757.1179643299688,4,-242.49719264516796,43.555508543241636,-208.46667395207766
94,0.2,0.5,True,False,0.4204559258858695,87.84345007450167,754.3807314756987,5,-245.1988125984152,75.87750898561286,-210.78916568813713
131,0.5,0.15,True,True,12.15040384773967,40.673095273249615,715.4435789011761,3,-272.4060172510839,45.41058413148834,-234.1782837212459
115,0.3,0.3,True,True,0.18439172729089917,67.77276604535558,715.8157924955199,5,-283.99981577718904,58.42048106853614,-244.14508206164635
127,0.5,0.1,True,True,17.102734646931044,45.294937283718745,624.6222443462675,10,-358.27502100680135,53.6411782249747,-307.9969758606065
126,0.5,0.1,True,False,17.102734646931044,45.294937283718745,624.6222443462675,10,-358.27502100680135,53.6411782249747,-307.9969758606065
47,0.1,0.5,True,True,0.3084397822647069,108.63872661771573,625.214792363208,11,-374.4767678545272,93.65821174326094,-321.9250722674837
46,0.1,0.5,True,False,0.6041189728502752,110.7726288072327,620.4302304971674,11,-378.9656505299822,95.74684107492905,-325.7840136057551
71,0.15,0.5,True,True,0.3623572366103247,99.04069559248775,610.129503024335,9,-389.5081397390542,85.45345856554461,-334.84703671384847
70,0.15,0.5,True,False,0.3623572366103247,99.04069559248775,610.129503024335,9,-389.5081397390542,85.45345856554461,-334.84703671384847
114,0.3,0.3,True,False,0.6114204088814202,73.41641885859289,602.4436004627976,7,-396.9449791283208,63.63924160776006,-341.24023720942995
122,0.5,0.05,True,False,12.972149574069462,58.717532664522714,588.7412197640713,14,-398.28663066185766,61.62920671345128,-342.39360987221573
123,0.5,0.05,True,True,12.956854958183465,58.70887145701002,588.0470733731021,14,-398.99607166871283,61.608612698439245,-343.0034924257046
90,0.2,0.3,True,False,0.7563817062591824,108.84177810023922,545.8980702160447,10,-453.345548077696,94.21784886211246,-389.7259078665964
91,0.2,0.3,True,True,0.7549445868098996,108.02930096894829,544.8608680633757,10,-454.3841873498143,93.51815417747221,-390.6187910877697
66,0.15,0.3,True,False,1.1100028774319906,140.5690522161997,535.1647332617174,12,-463.72526386085065,121.79671468304352,-398.64900013945555
67,0.15,0.3,True,True,1.1004403317522318,138.3080699690957,530.5543513320313,12,-468.3452083362165,119.84480375225002,-402.62061089551094
23,0.05,0.5,True,True,0.5662859848200036,140.6065548539508,521.9869561070583,26,-477.4467579081215,121.36153932753999,-410.44490670021054
22,0.05,0.5,True,False,0.5662859848200036,140.6065548539508,521.9869561070583,26,-477.4467579081215,121.36153932753999,-410.44490670021054
106,0.3,0.15,True,False,0.8218562182235274,100.89356838266988,513.8909185355267,13,-485.2872252462497,87.44132674227933,-417.1850925571294
107,0.3,0.15,True,True,0.8201486636071723,100.88946027957952,512.8232174088894,13,-486.35663392750337,87.43632721710652,-418.10442720362414
42,0.1,0.3,True,False,0.760953707153097,166.64693183837636,476.18316300370134,18,-523.0558832891456,143.91492417849244,-449.65353656652746
43,0.1,0.3,True,True,0.7566421951200374,165.26531936652665,473.48514153656754,18,-525.7582162683125,142.72349198037534,-451.97664126696924
26,0.1,0.05,True,False,0.5612060295761915,773.3008111876848,455.36564626451,74,-544.0731477059095,665.2631276568434,-467.7213713350135
30,0.1,0.1,True,False,2.4040981557628416,469.9698934810737,453.4597984588625,40,-544.1361033853724,406.0840202883903,-467.77549221353024
31,0.1,0.1,True,True,2.3886044003694877,465.327364590506,450.53737402252347,40,-547.0740215771048,402.0796750108027,-470.30112159130994
27,0.1,0.05,True,True,0.5551698103061046,767.8614511552798,450.4699511169973,74,-548.9748790726923,660.5819037937744,-471.93522479654604
102,0.3,0.1,True,False,0.875960745982416,107.12130494107441,446.8852506794284,21,-552.238788574589,92.84161407444729,-474.7410979306575
103,0.3,0.1,True,True,0.8737018230758438,107.14608389018974,445.7328253750419,21,-553.393472801882,92.86097378294473,-475.73374109366904
38,0.1,0.2,True,False,1.646269855987812,241.4023585390378,423.5432035741745,25,-574.8105265698363,208.9407247046543,-494.1452613102818
39,0.1,0.2,True,True,1.641916796929653,240.05453179197033,422.42327261522547,25,-575.9348105878435,207.77830124031073,-495.1117704366551
18,0.05,0.3,True,False,0.9280297632619655,223.4445131627845,420.2531278203804,32,-578.8188424163523,192.88552267244134,-497.59107552181285
19,0.05,0.3,True,True,0.387862742855899,222.71960878656992,417.00516446451843,32,-582.6069727926204,191.79798337564088,-500.84760369611195
78,0.2,0.1,True,False,0.8825892842400505,193.12110222097246,398.55954646950124,27,-600.5578642462581,166.7784433351975,-516.2793808436923
79,0.2,0.1,True,True,0.8775655346567566,190.97480810763307,396.29092233004565,27,-602.8315121352971,164.9290277827733,-518.2339594018847
74,0.2,0.05,True,False,1.8962120270062477,262.4011101330808,393.34590804547855,41,-604.7578799275127,227.20751149385362,-519.889992950444
6,0.05,0.1,True,False,3.811406600317958,803.5931093676398,386.97795087171266,83,-609.2106425279674,694.0984847771662,-523.7178830760553
75,0.2,0.05,True,True,1.7494490621979848,261.2371463907015,388.5306907362756,41,-609.7198602015239,226.0807238633371,-524.1556403695155
7,0.05,0.1,True,True,3.771648649641257,800.1195141303127,382.9412652338046,83,-613.2870861165522,691.0781733024936,-527.2222644142305
110,0.3,0.2,True,False,6.356684437416965,69.61983757533491,378.35354274602184,15,-615.2897728165599,65.31445857033437,-528.9439067588881
111,0.3,0.2,True,True,6.356684437416965,69.61983757533491,378.35354274602184,15,-615.2897728165599,65.31445857033437,-528.9439067588881
34,0.1,0.15,True,False,1.3145044934001793,299.98326624534775,372.6374187909073,36,-626.0480767156914,259.0155516851261,-538.1924584916059
35,0.1,0.15,True,True,1.3130633676374392,299.50423530551257,372.2288866122601,36,-626.4580500201014,258.60250602323816,-538.5448987415206
50,0.15,0.05,True,False,2.006961556310986,408.14273928802936,368.6160218452641,56,-629.3770165984242,352.59189199179826,-541.0542360551718
99,0.3,0.05,True,True,11.0983728584975,113.24128628105395,356.9568803800259,34,-631.9447467614766,106.89061963321596,-543.2616272453911
98,0.3,0.05,True,False,11.0983728584975,113.24128628105395,356.9568803800259,34,-631.9447467614766,106.89061963321596,-543.2616272453911
82,0.2,0.15,True,False,0.6149436718604957,142.226630446294,365.9078888942935,22,-633.4771674338456,122.79609315751067,-544.5789977154553
83,0.2,0.15,True,True,0.6149436718604957,142.226630446294,365.9078888942935,22,-633.4771674338456,122.79609315751067,-544.5789977154553
51,0.15,0.05,True,True,1.8134481032567802,407.42454375717534,363.75687623519485,56,-634.4296756615477,351.80812646686826,-545.397836976954
14,0.05,0.2,True,False,1.3750238363393819,313.5289815142803,358.4542162481473,45,-640.1707599155122,270.71237358895297,-550.3332538625998
15,0.05,0.2,True,True,1.3750238363393819,313.5289815142803,358.4542162481473,45,-640.1707599155122,270.71237358895297,-550.3332538625998
10,0.05,0.15,True,False,2.0637431768383196,488.5658151373471,357.3435302848593,60,-640.5927265382978,421.7777164702928,-550.6960043646235
87,0.2,0.2,True,True,0.5444283901946732,115.031301858824,358.7113487589877,20,-640.7442228508164,99.35656496382774,-550.8262406450596
86,0.2,0.2,True,False,0.5444283901946732,115.031301858824,358.7113487589877,20,-640.7442228508164,99.35656496382774,-550.8262406450596
11,0.05,0.15,True,True,2.057020128438854,487.18786453167814,356.1794136076635,60,-641.7635662638932,420.58735913863046,-551.7025358657241
54,0.15,0.1,True,False,0.6716600233696517,273.1595395949122,350.12657311534025,40,-649.2017668612896,235.4034650300442,-558.0969065461138
55,0.15,0.1,True,True,0.6716600233696517,273.1595395949122,350.12657311534025,40,-649.2017668612896,235.4034650300442,-558.0969065461138
62,0.15,0.2,True,False,0.3595618273746148,156.24297926327569,344.393626505066,25,-655.2468116675585,134.6259332634051,-563.2936280871263
63,0.15,0.2,True,True,0.3579579830753889,153.38873696294243,342.8574407577769,25,-656.7846012591468,132.17085846193496,-564.6156140363229
58,0.15,0.15,True,False,0.4324593800123726,190.0864537052302,314.1736347147124,31,-685.3939059052748,163.78269662676408,-589.2100702384896
59,0.15,0.15,True,True,0.4324593800123726,190.0864537052302,314.1736347147124,31,-685.3939059052748,163.78269662676408,-589.2100702384896
