,low_range,high_range,rebalance,compound,$Fees Accrued,$Fees Compounded,$Final Position,Rebalnces,$Total Profit,%Fee APR,%Total APR
120,0.5,0.05,False,False,2.0332464665763403,0.0,869.3749761133045,0,-128.59177742011332,1.54745777994864,-97.8682858557949
121,0.5,0.05,False,True,2.0332464665763403,0.0,869.3749761133045,0,-128.59177742011332,1.54745777994864,-97.8682858557949
124,0.5,0.1,False,False,1.8166017821069456,0.0,857.3065780623278,0,-140.87682015556516,1.3825744232195345,-107.21815330692881
125,0.5,0.1,False,True,1.8166017821069456,0.0,857.3065780623278,0,-140.87682015556516,1.3825744232195345,-107.21815330692881
129,0.5,0.15,False,True,1.6030484159592557,0.0,847.7565684497109,0,-150.64038313432957,1.2200437987665582,-114.64897969215701
128,0.5,0.15,False,False,1.6030484159592557,0.0,847.7565684497109,0,-150.64038313432957,1.2200437987665582,-114.64897969215701
133,0.5,0.2,False,True,1.4491357025702718,0.0,840.0153939764236,0,-158.53547032100562,1.1029043227207287,-120.65775152146044
132,0.5,0.2,False,False,1.4491357025702718,0.0,840.0153939764236,0,-158.53547032100562,1.1029043227207287,-120.65775152146044
139,0.5,0.3,True,True,1.1728354090958273,0.0,828.2422152848117,0,-170.58494930609152,0.8926184347245402,-129.82833674381956
138,0.5,0.3,True,False,1.1728354090958273,0.0,828.2422152848117,0,-170.58494930609152,0.8926184347245402,-129.82833674381956
137,0.5,0.3,False,True,1.1728354090958273,0.0,828.2422152848117,0,-170.58494930609152,0.8926184347245402,-129.82833674381956
136,0.5,0.3,False,False,1.1728354090958273,0.0,828.2422152848117,0,-170.58494930609152,0.8926184347245402,-129.82833674381956
143,0.5,0.5,True,True,0.8369596169321264,0.0,813.2849483861139,0,-185.87809199695369,0.636990985606032,-141.46760085954082
140,0.5,0.5,False,False,0.8369596169321264,0.0,813.2849483861139,0,-185.87809199695369,0.636990985606032,-141.46760085954082
141,0.5,0.5,False,True,0.8369596169321264,0.0,813.2849483861139,0,-185.87809199695369,0.636990985606032,-141.46760085954082
142,0.5,0.5,True,False,0.8369596169321264,0.0,813.2849483861139,0,-185.87809199695369,0.636990985606032,-141.46760085954082
96,0.3,0.05,False,False,2.905907852440958,0.0,796.3102001784334,0,-200.7838919691227,2.2116205723182336,-152.8120672154231
97,0.3,0.05,False,True,2.905907852440958,0.0,796.3102001784334,0,-200.7838919691227,2.2116205723182336,-152.8120672154231
100,0.3,0.1,False,False,2.4920451106659356,0.0,785.7956619693415,0,-211.71229291999157,1.8966390242774647,-161.12942536743074
101,0.3,0.1,False,True,2.4920451106659356,0.0,785.7956619693415,0,-211.71229291999157,1.8966390242774647,-161.12942536743074
104,0.3,0.15,False,False,2.0863916173243635,0.0,778.0960458896417,0,-219.81756249303373,1.587905349067022,-167.29816224491535
105,0.3,0.15,False,True,2.0863916173243635,0.0,778.0960458896417,0,-219.81756249303373,1.587905349067022,-167.29816224491535
127,0.5,0.1,True,True,1.7387521173269782,0.07555764429014425,776.401417482631,1,-221.85983040004203,1.3808300183984354,-168.85248603860714
126,0.5,0.1,True,False,1.7387521173269782,0.07555764429014425,776.401417482631,1,-221.85983040004203,1.3808300183984354,-168.85248603860714
115,0.3,0.3,True,True,0.8562280174507165,1.415082315390868,774.7029412337461,1,-224.44083074880325,1.7286427902425958,-170.8168268774558
114,0.3,0.3,True,False,0.8562280174507165,1.415082315390868,774.7029412337461,1,-224.44083074880325,1.7286427902425958,-170.8168268774558
109,0.3,0.2,False,True,1.84285304225255,0.0,772.2290172574344,0,-225.92812970031218,1.4025536620445134,-171.9487763835566
108,0.3,0.2,False,False,1.84285304225255,0.0,772.2290172574344,0,-225.92812970031218,1.4025536620445134,-171.9487763835566
130,0.5,0.15,True,False,1.5156700474251776,0.06696826586800622,770.907684732043,1,-227.57664522053165,1.2045101324455512,-173.20342416436642
131,0.5,0.15,True,True,1.5156700474251776,0.06696826586800622,770.907684732043,1,-227.57664522053165,1.2045101324455512,-173.20342416436642
103,0.3,0.1,True,True,2.7703555054712936,1.4935245332160039,763.3367496400098,2,-233.89289485451786,3.2451424099826904,-178.01057853393385
102,0.3,0.1,True,False,2.7703555054712936,1.4935245332160039,763.3367496400098,2,-233.89289485451786,3.2451424099826904,-178.01057853393385
91,0.2,0.3,True,True,2.1566935822788778,1.3027992682402152,763.4213849499324,1,-234.42192146778825,2.632941561298633,-178.4132086931213
90,0.2,0.3,True,False,2.1566935822788778,1.3027992682402152,763.4213849499324,1,-234.42192146778825,2.632941561298633,-178.4132086931213
112,0.3,0.3,False,False,1.4496861419065352,0.0,763.9148342882731,0,-234.6354795698203,1.103323249617832,-178.57574292194838
113,0.3,0.3,False,True,1.4496861419065352,0.0,763.9148342882731,0,-234.6354795698203,1.103323249617832,-178.57574292194838
107,0.3,0.15,True,True,2.264600240190919,1.218853622541281,754.8940269340843,2,-242.84137282572453,2.651177744355697,-184.8210622027235
106,0.3,0.15,True,False,2.264600240190919,1.218853622541281,754.8940269340843,2,-242.84137282572453,2.651177744355697,-184.8210622027235
118,0.3,0.5,True,False,0.5419122882400743,0.9111203882463057,755.1438344707914,1,-244.31425324096824,1.1058702212007552,-185.9420380878265
119,0.3,0.5,True,True,0.5419122882400743,0.9111203882463057,755.1438344707914,1,-244.31425324096824,1.1058702212007552,-185.9420380878265
73,0.2,0.05,False,True,3.021937982161016,0.0,752.4935632230132,0,-244.48449879482484,2.299928472956605,-186.0716081183899
72,0.2,0.05,False,False,3.021937982161016,0.0,752.4935632230132,0,-244.48449879482484,2.299928472956605,-186.0716081183899
