,low_range,high_range,rebalance,compound,$Fees Accrued,$Fees Compounded,$Final Position,Rebalnces,$Total Profit,%Fee APR,%Total APR
43,0.1,0.3,True,True,20.789413763102537,279.480930453617,1450.9485843806117,9,471.7379981437143,228.5289500728465,359.02909328748365
14,0.05,0.2,True,False,103.54619642308981,676.932889806111,1350.4999804184401,28,454.04617684153186,594.0049344368211,345.56424927296496
119,0.3,0.5,True,True,9.252593537836386,73.56136754561035,1437.688809797225,3,446.941403335062,63.027827896697985,340.15696726456514
10,0.05,0.15,True,False,16.422936472842395,1112.548323107056,1428.5266941342074,43,444.94963060705277,859.2344251885262,338.641074206585
118,0.3,0.5,True,False,40.18133911630727,48.45738803865066,1392.8769296262858,3,433.05826874259355,67.46092527171433,329.59082833928073
11,0.05,0.15,True,True,15.863410545194482,1071.6263285642906,1379.8570956719168,42,395.72050621711423,827.6637805907137,301.1739039497768
15,0.05,0.2,True,True,17.65539332909652,720.0121169039861,1377.7284102578383,27,395.38380358693666,561.422014738646,300.9176472129949
90,0.2,0.3,True,False,27.000171817730024,185.71850505939324,1364.5863255152376,6,391.58649733296863,161.89536137650754,298.0276035305655
38,0.1,0.2,True,False,71.20635800733277,457.66423186805446,1314.1516089439947,17,385.35796695133024,402.51141331958337,293.2872102948447
50,0.15,0.05,True,False,46.10852488504859,922.5739176162265,1336.4837136366968,38,382.5922385217475,737.2422412086175,291.1822771025642
91,0.2,0.3,True,True,0.9256201747664534,198.93025931552725,1358.71099139008,6,359.6366115648474,152.10577796133578,273.7112699659484
39,0.1,0.2,True,True,19.99662353755956,486.832074230713,1332.8393413033275,17,352.8359648408899,385.73582905734844,268.5354519553609
110,0.3,0.2,True,False,68.54282347616227,98.86267910850815,1250.1886540406738,7,318.73147751683643,127.40853194106977,242.57930000412583
18,0.05,0.3,True,False,41.92025429186407,377.01034162128315,1276.6633901732928,24,318.583644465157,318.8385769069653,242.46678762074507
111,0.3,0.2,True,True,4.714477894455592,147.6993060817621,1305.7190871473201,7,310.433565041776,115.99867485939768,236.2639469822727
86,0.2,0.2,True,False,115.97718747898006,160.69063628405524,1192.944703752245,9,308.92189123122694,210.56560696474313,235.11344632367963
142,0.5,0.5,True,False,20.464540715889214,26.441113211835265,1281.6462541213039,3,302.1107948371932,35.69882957487981,229.9296753061523
143,0.5,0.5,True,True,20.464540715889214,26.441113211835265,1281.6462541213039,3,302.1107948371932,35.69882957487981,229.9296753061523
102,0.3,0.1,True,False,100.3226982690097,143.54935187843736,1197.3843301117574,12,297.70702838076784,185.6054873407157,226.57806851568446
19,0.05,0.3,True,True,21.4590288991061,341.6485896231386,1274.0771487525872,23,295.5361776516936,276.3529746528987,224.92588325185372
114,0.3,0.3,True,False,40.22868551355302,91.26915536602843,1254.2206458944288,5,294.44933140798287,100.0800248570925,224.09870922101933
87,0.2,0.2,True,True,16.571081886994268,228.40284195860312,1268.044146836514,9,284.6152287235102,186.4440984263629,216.61419666533047
115,0.3,0.3,True,True,13.505806372704297,112.42961508538887,1270.0392078201064,5,283.54501419281166,95.84659356845329,215.7996806541297
103,0.3,0.1,True,True,17.16819816136368,188.34968519210585,1257.646481302998,12,274.8146794643625,156.4150007103731,209.15522086080082
62,0.15,0.2,True,False,46.348570737940385,293.61599654198443,1215.9297713246624,13,262.27834206260445,258.73932314267125,199.61409873748207
35,0.1,0.15,True,True,21.304183299853406,599.8338395463963,1239.7516298911917,22,261.05581319104635,472.73406430348876,198.6836597353231
21,0.05,0.5,False,True,0.48446293741078994,50.10213050509701,1250.8573065132157,0,251.34176945062882,38.500309170840076,191.29052131950596
0,0.05,0.05,False,False,237.47217075059248,0.0,1012.0463788272931,0,249.51854957788964,180.73468425501292,189.90291001757797
106,0.3,0.15,True,False,58.95036921212061,139.41859758153174,1190.3804109039384,9,249.3307801160597,150.9741224250561,189.76000293802645
63,0.15,0.2,True,True,11.86841839593024,292.591090516376,1236.711694619729,12,248.58011301566103,231.71722832943587,189.1886872299908
20,0.05,0.5,False,False,51.50854889241058,0.0,1195.4303229492048,0,246.93887184161758,39.201988557560185,187.93957578910292
8,0.05,0.15,False,False,194.21690827621265,0.0,1052.3232743202575,0,246.5401825964732,147.81408483923786,187.6361424452747
34,0.1,0.15,True,False,8.717703267935198,677.4710172193551,1234.3644464083702,25,243.0821496763067,522.2426751927603,185.00431200386183
107,0.3,0.15,True,True,0.3824907098283067,185.7444212161586,1240.4370361690344,9,240.81952687886337,141.65697206530376,183.28228109981274
1,0.05,0.05,False,True,19.343022700778864,205.21060429303475,1218.5477044726756,0,237.89072717345857,170.9026735417737,181.0532380572985
12,0.05,0.2,False,False,163.7319104589659,0.0,1073.419319238715,0,237.15122969768254,124.61264427632875,180.49042329728084
4,0.05,0.1,False,False,195.52688233797903,0.0,1031.489579464606,0,227.01646180259263,148.8110763927636,172.7770812676565
44,0.1,0.5,False,False,45.35065978423792,0.0,1172.8806703012206,0,218.23133008545983,34.51535879321675,166.09091672881243
16,0.05,0.3,False,False,96.49244576007989,0.0,1115.212678163675,0,211.70512392375508,73.4382124116681,161.12396920695872
45,0.1,0.5,False,True,18.153101053164573,25.023218290038162,1191.8031459352678,0,209.9562469884338,32.86051758874513,159.7929386289038
17,0.05,0.3,False,True,12.709171295801406,75.47121902133078,1189.7810867067092,0,202.4902580025107,67.112095497661,154.1107437099908
13,0.05,0.2,False,True,4.013727485157553,125.8727573133745,1193.9649212765423,0,197.9786487617016,98.85365828280996,150.67706022176446
51,0.15,0.05,True,True,13.871294560763932,800.9323844682791,1181.4970775254014,40,195.36837208616748,620.1286036745813,148.69043783447702
68,0.15,0.5,False,False,38.73020180025082,0.0,1154.9964630286818,0,193.7266648289327,29.476678346672212,147.4409716682407
5,0.05,0.1,False,True,5.697138349198002,153.87585247459575,1184.8782633408687,0,190.57540169007416,121.44738484938694,145.0426167510914
66,0.15,0.3,True,False,93.28557240772344,128.9613404418091,1093.581959651186,10,186.86753205890977,169.14708571345832,142.22064125421807
67,0.15,0.3,True,True,3.995281577403588,203.4117582092317,1181.7182653113418,10,185.71354688874567,157.8527948332689,141.34236930889767
139,0.5,0.3,True,True,17.93615878604176,44.181804501599856,1164.6175875966273,5,182.5537463826695,47.27657327539016,138.93751679515077
138,0.5,0.3,True,False,17.93615878604176,44.181804501599856,1164.6175875966273,5,182.5537463826695,47.27657327539016,138.93751679515077
36,0.1,0.2,False,False,120.4042881026005,0.0,1059.6531968814545,0,180.05748498405785,91.63697339520272,137.03766884972643
9,0.05,0.15,False,True,6.073606181765639,126.08021965240084,1173.6250613130064,0,179.698667494775,100.57928013095582,136.76458099515494
69,0.15,0.5,False,True,9.97132514909454,25.017092115862106,1169.577233077776,0,179.5485582268708,26.628890985318872,136.65033623522052
134,0.5,0.2,True,False,29.235252985835906,44.48280229971698,1148.7630767667679,7,177.99832975260392,56.10514025208022,135.47049249633454
32,0.1,0.15,False,False,136.38173104969363,0.0,1040.9701110243534,0,177.35184207404836,103.79704291879389,134.97846538389797
40,0.1,0.3,False,False,77.56884343451415,0.0,1097.7968082087007,0,175.36565164321473,59.03588779203683,133.4668208857134
59,0.15,0.15,True,True,10.795124266150463,375.5099281584999,1163.0253155927408,15,173.82043985889254,294.00801557254056,132.29079523578633
135,0.5,0.2,True,True,2.752402540618244,69.48887496818787,1170.3592452730634,7,173.11164781368188,54.98119817351362,131.751349682698
92,0.2,0.5,False,False,32.0045140881312,0.0,1140.465544619743,0,172.47005870787416,24.35790994022844,131.26305076289987
54,0.15,0.1,True,False,28.00788372447082,574.4960805721599,1139.3951933557382,25,167.40307708021066,458.55210488605513,127.40668594462623
93,0.2,0.5,False,True,4.306294675742337,25.049714176671618,1154.9556205840934,0,159.26191525983563,22.342192662653883,121.21063229158646
41,0.1,0.3,False,True,14.038868122528088,50.163763908289994,1141.199091509203,0,155.2379596317312,48.86316738401098,118.1480909099883
28,0.1,0.1,False,False,131.85123808806716,0.0,1023.24230865245,0,155.09354674052054,100.34898745885944,118.03818153318544
24,0.1,0.05,False,False,145.40829054815805,0.0,1007.9661537406287,0,153.37444428879007,110.66695266740822,116.72981163942708
25,0.1,0.05,False,True,10.441259928270043,128.18389001365242,1137.6718940317228,0,148.11315395999623,105.50445816605082,112.72556287485413
64,0.15,0.3,False,False,63.0710772271048,0.0,1084.9548030903861,0,148.0258803174911,48.00196668196682,112.65914088455449
33,0.1,0.15,False,True,9.052257475598447,100.87308614202482,1138.8698524438157,0,147.92210991941556,83.66168636753963,112.58016358767003
74,0.2,0.05,True,False,26.202921952323344,545.0934103449734,1121.2812444215942,34,147.4841663739195,434.8006838335647,112.24685468597195
37,0.1,0.2,False,True,15.611690139020647,75.37222890480669,1129.4325139134546,0,145.044204052478,69.24579763891657,110.3898546915474
60,0.15,0.2,False,False,92.21035605078424,0.0,1050.2342710580679,0,142.44462710885364,70.17921103430679,108.4113756275899
117,0.3,0.5,False,True,22.234715050701634,0.0,1118.2867744166253,0,140.52148946732746,16.922337432158677,106.94771917756637
116,0.3,0.5,False,False,22.234715050701634,0.0,1118.2867744166253,0,140.52148946732746,16.922337432158677,106.94771917756637
56,0.15,0.15,False,False,100.95607967738951,0.0,1033.665362547143,0,134.6214422245339,76.83538296906458,102.45732701015798
29,0.1,0.1,False,True,9.975385244453099,100.96467040393222,1122.8795676555403,0,132.85495289999665,84.43396068460977,101.11289204204816
65,0.15,0.3,False,True,3.0801188278955656,50.179328994720834,1127.0894265882478,0,130.1695454161436,40.534558030071224,99.06908930021008
126,0.5,0.1,True,False,37.03587323606577,56.98082818372833,1092.8847370336932,12,129.92061026975944,71.55397953409181,98.87963040513405
127,0.5,0.1,True,True,6.564944503752324,82.08771237078348,1122.447056697573,12,129.0120012013258,67.47152686541564,98.18810864670847
88,0.2,0.3,False,False,49.222594476411004,0.0,1075.09397773168,0,124.316572208092,37.46220048769425,94.61452411319608
130,0.5,0.15,True,False,23.329478307557128,58.50070567117448,1097.8492734289644,9,121.17875173652226,62.279097450363984,92.22640010529416
131,0.5,0.15,True,True,23.329478307557128,58.50070567117448,1097.8492734289644,9,121.17875173652226,62.279097450363984,92.22640010529416
61,0.15,0.2,False,True,23.376691051142934,50.175446456388805,1094.2957247025558,0,117.6724157537003,55.97886399356898,89.55780729821166
52,0.15,0.1,False,False,96.08691404646713,0.0,1018.4184332717537,0,114.50534731822256,73.12957142024791,87.14742332820428
58,0.15,0.15,True,False,19.477787561716603,406.69324052372957,1094.4366716844593,17,113.91445924617733,324.34910564974047,86.69771181550954
57,0.15,0.15,False,True,8.773760587448264,75.2774344929066,1104.542999910585,0,113.31676049803468,63.96945863630839,86.24281685167551
83,0.2,0.15,True,True,2.0619108011222016,283.64689549697874,1111.0738787761195,13,113.13578957724303,217.44649375945858,86.10508398754564
89,0.2,0.3,False,True,19.578012025994287,25.009397917312537,1093.3541200316633,0,112.93213205765858,33.93446664668707,85.95008486751433
84,0.2,0.2,False,False,68.72854883737331,0.0,1043.3841431865128,0,112.11269202388803,52.30774003608959,85.32642763937974
75,0.2,0.05,True,True,25.382073463722104,512.0744372326732,1086.1553139450202,34,111.53738740874417,409.04596296267874,84.88857634236322
48,0.15,0.05,False,False,103.88591123048391,0.0,1005.9506208664942,0,109.83653209698014,79.06521132745793,83.59409393306237
53,0.15,0.1,False,True,10.6456898312919,75.44903925085393,1092.0429206713268,0,102.68861050262046,65.52474602602942,78.15397289339329
140,0.5,0.5,False,False,12.517321065580195,0.0,1089.8979485566354,0,102.41526962221587,9.52664922106712,77.945939347577
141,0.5,0.5,False,True,12.517321065580195,0.0,1089.8979485566354,0,102.41526962221587,9.52664922106712,77.945939347577
80,0.2,0.15,False,False,72.73246647488624,0.0,1028.5712616354042,0,101.30372811029179,55.355030957428696,77.09997030809359
49,0.15,0.05,False,True,19.374089459164292,75.93142199110514,1079.5162693119119,0,98.89035877107813,72.53486362331556,75.26320962942191
112,0.3,0.3,False,False,32.21675187796885,0.0,1060.9458369996241,0,93.16258887759398,24.51943930938379,70.90393384602294
85,0.2,0.2,False,True,2.3066710256041416,50.0656656760077,1090.699024509506,0,93.00569553511195,39.85939787194791,70.784525880763
113,0.3,0.3,False,True,3.7107683935624456,25.025403602281227,1081.2076950196456,0,84.918463413209,21.8704488864979,64.6295168983242
122,0.5,0.05,True,False,30.840001420988784,76.63250075070563,1052.993840443716,22,83.83384186470539,81.79488436351379,63.8040360325647
76,0.2,0.1,False,False,66.27548008435161,0.0,1015.252765053171,0,81.52824513752375,50.440765033789816,62.04929864506593
81,0.2,0.15,False,True,1.770507555229784,50.17036246598795,1078.2147295453753,0,79.98523710060658,39.5310183654099,60.874950217316645
123,0.5,0.05,True,True,4.121310890842161,101.6528803191098,1075.522032504853,22,79.64334339569587,80.50233840131884,60.61474267126815
72,0.2,0.05,False,False,72.14070878475955,0.0,1004.7490531915286,0,76.88976197629006,54.90465759813162,58.51905429298889
55,0.15,0.1,True,True,0.7831456579199223,556.0967689925258,1076.0728731519907,25,76.85601880991237,423.82867526828085,58.49337313421663
108,0.3,0.2,False,False,42.000779845061544,0.0,1034.0875410751182,0,76.08832092018008,31.965841133165878,57.909095678607976
78,0.2,0.1,True,False,17.581056813472994,385.3383907534179,1056.4351056383302,21,74.01616245180435,306.65285496837254,56.33202285645584
73,0.2,0.05,False,True,15.24582735790429,50.51637353594712,1055.7545329309185,0,71.00036028882471,50.05011988098517,54.03676421634281
82,0.2,0.15,True,False,13.516538112719703,298.48021721107733,1055.2327094143388,15,68.74924752705988,237.45365565911953,52.32349333944791
77,0.2,0.1,False,True,6.798288497166372,50.29520577096016,1060.4489760043566,0,67.24726450152411,43.45256383916499,51.18036811758053
109,0.3,0.2,False,True,12.370951978435496,25.008318866222346,1052.177532636016,0,64.5484846144517,28.448515429991552,49.126387942884186
104,0.3,0.15,False,False,42.43461882413573,0.0,1021.9334937807146,0,64.36811260485092,32.29602614243521,48.98911089648084
137,0.5,0.3,False,True,16.11968006245037,0.0,1044.2659237155167,0,60.38560377796762,12.268322966730263,45.958113735447135
136,0.5,0.3,False,False,16.11968006245037,0.0,1044.2659237155167,0,60.38560377796762,12.268322966730263,45.958113735447135
79,0.2,0.1,True,True,17.316373260722383,366.31017470859825,1040.5304305111597,21,57.84680377188329,291.9694665691792,44.02589062047769
105,0.3,0.15,False,True,11.748072920877426,25.042794338984418,1042.7022394283504,0,54.4503123492284,28.000694804204166,41.44089801731025
98,0.3,0.05,True,False,78.54732706814764,199.85815961136262,972.5434085957444,28,51.0907356638927,211.88810280734245,38.88400038364035
100,0.3,0.1,False,False,38.11190398085334,0.0,1011.3508949232902,0,49.46279890414428,29.00610589680934,37.64501463078229
132,0.5,0.2,False,False,19.845368476791577,0.0,1023.8612787525825,0,43.70664722937431,15.103859935420871,33.264138117230154
133,0.5,0.2,False,True,19.845368476791577,0.0,1023.8612787525825,0,43.70664722937431,15.103859935420871,33.264138117230154
101,0.3,0.1,False,True,8.51728869251215,25.046761865011778,1033.9444665433382,0,42.46175523585123,25.544837783137258,32.31667905004839
96,0.3,0.05,False,False,35.97153150363374,0.0,1003.3828872049253,0,39.354418708559706,27.377116939342464,29.95175568088473
99,0.3,0.05,True,True,19.40595437397431,248.09658287031675,1018.5192210012372,28,37.92517537521212,203.5901152267586,28.863990989301332
97,0.3,0.05,False,True,7.329744888585398,25.03585313370402,1026.9249506563274,0,34.254695544913375,24.632722734600826,26.07047202201923
129,0.5,0.15,False,True,19.060922248590884,0.0,1014.9752819606255,0,34.03620420921709,14.506835699188207,25.904183220915893
128,0.5,0.15,False,False,19.060922248590884,0.0,1014.9752819606255,0,34.03620420921709,14.506835699188207,25.904183220915893
124,0.5,0.1,False,False,15.847851061928466,0.0,1007.5090535646381,0,23.35690462656703,12.061440078409506,17.776410471653108
125,0.5,0.1,False,True,15.847851061928466,0.0,1007.5090535646381,0,23.35690462656703,12.061440078409506,17.776410471653108
120,0.5,0.05,False,False,13.838850064638995,0.0,1002.1473979648653,0,15.986248029504964,10.532434975346451,12.166770872151481
121,0.5,0.05,False,True,13.838850064638995,0.0,1002.1473979648653,0,15.986248029504964,10.532434975346451,12.166770872151481
