date,price,volume,log_return,volatility,smoothed_volatility
2024-05-17 12:55:00,3079.52,2119564.677334,-0.0008244639017520083,0.0006769760025146693,0.0005930007071443271
2024-05-17 12:56:00,3077.97,2075387.124507,-0.000503451904181467,0.0006772976890917414,0.0005931538345591476
2024-05-17 12:57:00,3081.75,6757980.738436,0.001227328668996508,0.0006786917560489026,0.0005933080133359795
2024-05-17 12:58:00,3081.82,1339067.814315,2.2714108869660435e-05,0.0006785373292083449,0.0005934615846241032
2024-05-17 12:59:00,3079.79,947544.978524,-0.0006589187155460562,0.000678560169911035,0.0005936148856551722
2024-05-17 13:00:00,3080.31,826331.664808,0.00016882842851097967,0.0006768925789225628,0.0005937664701945342
2024-05-17 13:01:00,3078.36,2022991.643042,-0.0006332536294894898,0.0006773825511619158,0.0005939184641394648
2024-05-17 13:02:00,3086.81,3781901.874243,0.0027412075551076056,0.0006844712225850675,0.0005940748457409744
2024-05-17 13:03:00,3080.27,3098739.669354,-0.002120939715917386,0.0006892656802424586,0.0005942341535872871
2024-05-17 13:04:00,3077.01,1396654.011751,-0.0010589092276512937,0.0006904200716281951,0.000594394675837894
2024-05-17 13:05:00,3075.99,2381193.422145,-0.0003315455905554903,0.0006893369374246276,0.0005945543819154246
2024-05-17 13:06:00,3077.77,1478060.463244,0.0005785081152475931,0.0006895731942849772,0.0005947144467454321
2024-05-17 13:07:00,3077.4,812130.98665,-0.0001202241369273428,0.0006895694915874083,0.0005948743433138456
2024-05-17 13:08:00,3077.1,690700.361846,-9.748964180288681e-05,0.0006894889085374037,0.0005950342736594307
2024-05-17 13:09:00,3075.01,1068558.129267,-0.000679441713624111,0.0006897476817621894,0.0005951938714414652
2024-05-17 13:10:00,3081.01,1639693.002112,0.0019493120229981894,0.0006924511473576154,0.0005953539828898932
2024-05-17 13:11:00,3082.91,2145888.485249,0.0006164908240782199,0.0006926200937061813,0.0005955141052241919
2024-05-17 13:12:00,3082.89,1760634.801345,-6.487398228904458e-06,0.0006913703931342232,0.0005956733863140255
2024-05-17 13:13:00,3084.44,948337.96247,0.000502648644594959,0.0006915199201056392,0.0005958321980267893
2024-05-17 13:14:00,3084.14,776130.387273,-9.726711827902168e-05,0.0006915346615700129,0.000595988480075814
2024-05-17 13:15:00,3083.11,1251583.63703,-0.00033402246044062146,0.0006916469396926378,0.0005961451311791009
2024-05-17 13:16:00,3080.9,774974.633435,-0.0007170657071274417,0.0006918593228511786,0.0005963019414341262
2024-05-17 13:17:00,3079.84,507716.780445,-0.0003441145091206829,0.000692023954994686,0.0005964587622346378
2024-05-17 13:18:00,3076.1,1257860.511518,-0.001215086716295461,0.0006936307446855096,0.0005966168188880647
2024-05-17 13:19:00,3077.98,493522.90306,0.0006109768018884693,0.0006936616120388153,0.0005967748937460071
2024-05-17 13:20:00,3075.37,4191102.885715,-0.0008483184465446425,0.0006941120127166363,0.0005969326589811601
2024-05-17 13:21:00,3074.64,1038156.294755,-0.0002373979890857182,0.000694034018788545,0.0005970886869465726
2024-05-17 13:22:00,3073.4,838107.721096,-0.0004033805950558745,0.0006939455735374428,0.0005972446468535143
2024-05-17 13:23:00,3073.39,716817.018491,-3.2537308091712956e-06,0.0006937303800789159,0.000597401417843087
2024-05-17 13:24:00,3070.72,1681916.214105,-0.000869125119202509,0.0006942052978626702,0.0005975584707444547
2024-05-17 13:25:00,3068.99,1272148.121429,-0.0005635445471479767,0.0006942068095853895,0.0005977155049146038
2024-05-17 13:26:00,3070.43,874917.107881,0.0004690996955435172,0.0006941487283407344,0.0005978725231522399
2024-05-17 13:27:00,3070.91,1337295.856808,0.00015631767691654097,0.0006927347905715987,0.0005980283210973703
2024-05-17 13:28:00,3072.18,325875.010406,0.00041347270448358086,0.0006928228699757468,0.0005981839484872938
2024-05-17 13:29:00,3072.27,970985.88667,2.929472939204438e-05,0.0006928196885929358,0.0005983395723127135
2024-05-17 13:30:00,3068.34,777906.113053,-0.0012800033014890987,0.0006941501706572141,0.0005984922280717111
2024-05-17 13:31:00,3068.58,348125.456759,7.82151307568442e-05,0.0006937677470854715,0.000598643741761326
2024-05-17 13:32:00,3068.82,357409.467986,7.82090136286527e-05,0.0006937658869811855,0.0005987952237926115
2024-05-17 13:33:00,3068.07,361112.21883,-0.0002444234795585598,0.0006932496933006817,0.0005989457478503568
2024-05-17 13:34:00,3064.0,3412741.947413,-0.0013274475332640966,0.0006950009259143472,0.0005990974669941893
2024-05-17 13:35:00,3065.22,1424515.643155,0.00039809307419607997,0.0006948867358495678,0.0005992490792541099
2024-05-17 13:36:00,3062.15,1035034.81161,-0.0010020613270910446,0.0006954099879682239,0.0005994009526722946
2024-05-17 13:37:00,3067.04,1207426.247418,0.0015956434822633246,0.0006977584806954721,0.0005995536445589298
2024-05-17 13:38:00,3066.21,763815.357873,-0.0002706558529545602,0.0006978344955476163,0.0005997060466647334
2024-05-17 13:39:00,3064.52,625208.634501,-0.0005513209822669999,0.0006981105464797707,0.0005998582197127809
2024-05-17 13:40:00,3062.39,518237.358442,-0.0006952934140731104,0.0006986669727331011,0.0006000106765434378
2024-05-17 13:41:00,3059.39,1198537.959203,-0.000980107171493426,0.0006997184578549569,0.0006001636113244442
2024-05-17 13:42:00,3061.58,1488643.358953,0.000715572889084011,0.0007001538434032778,0.0006003165593253589
2024-05-17 13:43:00,3054.38,2539028.911903,-0.0023544965389543796,0.0007058514711786715,0.0006004734215161106
2024-05-17 13:44:00,3057.15,1161028.978237,0.0009064833813066278,0.000706459994078996,0.000600630706066058
